img,rating,reviews,manufacturer,title,model,price,shipping_price,original_price
https://c1.neweggimages.com/productimage/nb300/14-932-555-25.jpg,4.7,434,GIGABYTE,GIGABYTE AORUS GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 x16 ATX Graphics Card GV-N4090AORUS M-24GD,GV-N4090AORUS M-24GD,3479.0,0.0,3479.0
https://c1.neweggimages.com/productimage/nb300/14-932-752-05.jpg,4.5,235,GIGABYTE,GIGABYTE Gaming Radeon RX 9070 16GB GDDR6 PCI Express 5.0 x16 Graphics Card GV-R9070GAMING-16GD,GV-R9070GAMING-16GD,989.0,0.0,989.0
https://c1.neweggimages.com/productimage/nb300/14-126-599-61.jpg,4.7,713,ASUS,"ASUS TUF Gaming GeForce RTX 4080 Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4080-16G-GAMING",TUF-RTX4080-16G-GAMING,1543.27,0.0,1697.0
https://c1.neweggimages.com/productimage/nb300/14-932-630-17.jpg,4.7,119,GIGABYTE,"GIGABYTE GeForce RTX 4060 WINDFORCE OC 8G Graphics Card, 2x WINDFORCE Fans, 8GB 128-bit GDDR6, GV-N4060WF2OC-8GD Video Card",GV-N4060WF2OC-8GD,566.4,0.0,566.4
https://c1.neweggimages.com/productimage/nb300/B9ZZS240207175OZF30.jpg,5.0,1,NVIDIA,NVIDIA GeForce RTX 4080 SUPER Founders Edition Graphics Card 16GB GDDR6X - Titanium and Black,900-1G136-2555-000,1950.0,0.0,1950.0
https://c1.neweggimages.com/productimage/nb300/14-932-799-15.jpg,4.4,48,GIGABYTE,GIGABYTE AERO GeForce RTX 5060 8GB GDDR7 PCI Express 5.0 Graphics Card GV-N5060AERO OC-8GD,GV-N5060AERO OC-8GD,620.9,0.0,620.9
https://c1.neweggimages.com/productimage/nb300/C0JHS26052908FKNE9F.jpg,4.0,1,Unknown,SongryVGA GTX 1050 4GB Low Profile Graphics Card GDDR5 128-bit PCIe 3.0 x16 Dual HDMI HDCP 2.2 For SFF Thin ITX HTPC Mini Desktop,GTX 1050 4GB 2HDMI,135.85,0.0,162.99
https://c1.neweggimages.com/productimage/nb300/14-932-780-02.jpg,4.6,299,GIGABYTE,GIGABYTE WINDFORCE GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 x16 ATX SFF Graphics Card GV-N5080WF3-16GD,GV-N5080WF3-16GD,1895.0,0.0,1895.0
https://c1.neweggimages.com/productimage/nb300/14-202-453-01.png,4.6,43,Sapphire Tech,SAPPHIRE PULSE Radeon RX 9070 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card 11349-03-20G,11349-03-20G,899.0,0.0,899.0
https://c1.neweggimages.com/productimage/nb300/14-137-911-07.jpg,4.5,248,MSI,MSI INSPIRE GeForce RTX 5080 16GB GDDR7 PCI Express 5.0 Graphics Card RTX 5080 16G INSPIRE 3X OC,RTX 5080 16G INSPIRE 3X OC,1449.99,0.0,1449.99
https://c1.neweggimages.com/productimage/nb300/14-932-486-10.jpg,5.0,1,GIGABYTE,REFURBISHED GIGABYTE Gaming Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 ATX Graphics Card GV-R67XTGAMING OC-12GD,GV-R67XTGAMING OC-12,309.49,60.0,309.49
https://c1.neweggimages.com/productimage/nb300/14-131-874-01.png,0.0,0,PowerColor,OPEN BOX PowerColor Reaper Radeon RX 9070 16GB 256-Bit GDDR6 PCI Express 5.0 RDNA 4 Graphics Card RX9070 16G-A,RX9070 16G-A,649.99,0.0,649.99
https://c1.neweggimages.com/productimage/nb300/ADZG_1_20190806968845122.jpg,0.0,0,Lenovo,GRAPHIC_BO TS NVIDIA QUADRO P620 LP,4X60R60469,80.0,0.0,80.0
https://c1.neweggimages.com/productimage/nb300/14-126-616-01.jpg,4.6,310,ASUS,"ASUS ROG Strix GeForce RTX 4090 White OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-O24G-WHITE",ROG-STRIX-RTX4090-O24G-WHITE,3895.0,0.0,3895.0
https://c1.neweggimages.com/productimage/nb300/BZDCS2504080D2K0SD6.jpg,0.0,0,Unknown,"ZER LON GeForce GTX 1660 Super 6GB Graphics Cards, GDRR6 192Bit PCIE 3.0X16 Computer Gaming Gpu, Dual Freeze Fans Video Card with HDMI/DP/DVI Ports Support 4K and 8K HD",ZL-GTX 1660S 6G,194.99,0.0,299.99
https://c1.neweggimages.com/productimage/nb300/BP4YS2504181FDDAZ41.jpg,0.0,0,Sapphire Tech,SAPPHIRE Tech PULSE Radeon RX 9070 XT 16GB GDDR6 PCI Express 5.0 x16 ATX Graphics Card 11348-03-20G,SAPPHIRE PULSE Radeon RX 9070 XT 16GB,799.0,0.0,799.0
https://c1.neweggimages.com/productimage/nb300/BF3CS260305067KX3AA.jpg,0.0,0,Unknown,Peladn Gaming RTX 3050 8G Graphics Card GDDR6 PCI Express 4.0 Video Card Single-fan Edition,6972410027240,229.0,0.0,229.0
https://c1.neweggimages.com/productimage/nb300/V296S230207c6QJf.jpg,0.0,0,GIGABYTE,GIGABYTE RTX 3090 GV-N3090TURBO-24GD GDDR6X HDMI \ DP PCI-E Graphic Card,1.GV-N3090TURBO-24GD,1899.0,0.0,1899.0
https://c1.neweggimages.com/productimage/nb300/14-132-098-01.jpg,5.0,1,NVIDIA,NVIDIA GeForce RTX 3080 Founders Edition Graphics Card 10GB GDDR6X - Titanium and Black,900-1G133-2530-000,706.56,0.0,706.56
https://c1.neweggimages.com/productimage/nb300/14-126-203-V05.jpg,4.5,44,ASUS,ASUS GeForce GT 1030 2GB GDDR5 HDMI DVI Graphics Card (GT1030-2G-CSM),GT1030-2G-CSM,108.0,0.0,108.0
https://c1.neweggimages.com/productimage/nb300/14-137-943-01.jpg,4.7,210,MSI,MSI Ventus GeForce RTX 5070 12GB GDDR7 PCI Express 5.0 ATX Graphics Card RTX 5070 12G VENTUS 2X OC,RTX 5070 12G VENTUS 2X OC,949.0,0.0,949.0
https://c1.neweggimages.com/productimage/nb300/14-137-529-V02.jpg,4.5,176,MSI,MSI Ventus GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 Graphics Card GTX 1650 D6 Ventus XS OC,GTX 1650 D6 Ventus XS OC,299.0,0.0,299.0
https://c1.neweggimages.com/productimage/nb300/14-932-359-V06.jpg,5.0,5,GIGABYTE,"REFURBISHED GIGABYTE AORUS GeForce RTX 3070 MASTER 8GB Video Card, GV-N3070AORUS M-8GD",GV-N3070AORUS M-8GD,269.99,0.0,269.99
https://c1.neweggimages.com/productimage/nb300/14-126-820-01.png,4.7,173,ASUS,ASUS ROG Astral GeForce RTX 5080 16GB GDDR7 OC HATSUNE MIKU EDITION PCI Express 5.0 x16 Graphics Card ROG-ASTRAL-RTX5080-O16G-MIKU-W,ROG-ASTRAL-RTX5080-O16G-MIKU-W,3468.21,29.99,3468.21
https://c1.neweggimages.com/productimage/nb300/C0JHS25091311UDQEF6.jpg,0.0,0,Unknown,SongryVGA GTX 1660 Super 6GB Graphics Card GDDR6 192-bit PCIe 3.0 x16 8-Pin Power Triple DP HDMI 4K Gaming Multi Monitor Desktop PC,GTX 1660S 6GB GM,199.85,0.0,236.99
https://c1.neweggimages.com/productimage/nb300/AJEPS26070205DN441A.jpg,0.0,0,ASUS,REFURBISHED ASUS PRIME GeForce RTX 5080 16GB 256-Bit GDDR7 PCI-Express 5.0 DLSS 4.0 Graphics Card PRIME-RTX5080-16G,PRIME-RTX5080-16G,1449.99,0.0,1449.99
https://c1.neweggimages.com/productimage/nb300/BP4YS25060703D42P96.jpg,5.0,1,NVIDIA,"NVIDIA Quadro T400 4GB Graphics Card, Boxed Package, GDDR6 Memory, 250MHz, 64-bit, Bandwidth 80GB/s, PCIe3.0x16 low profile 3x Mini DisplayPort, Entry-level Professional Rendering",NVIDIA T400 4GB Boxed,279.0,0.0,279.0
https://c1.neweggimages.com/productimage/nb300/B1AHS221107073TMR4E.jpg,4.3,6,NVIDIA,NVIDIA GeForce RTX 4090 Founders Edition Graphics Card 24GB GDDR6X - Titanium and Black,900-1G136-2530-000,3699.0,0.0,3699.0
https://c1.neweggimages.com/productimage/nb300/14-137-695-02.png,4.8,47,MSI,MSI Ventus GeForce RTX 2060 6GB GDDR6 PCI Express 3.0 x16 ATX Graphics Card RTX 2060 VENTUS GP OC,RTX 2060 VENTUS GPOC,368.0,0.0,368.0
https://c1.neweggimages.com/productimage/nb300/BP4YS25070104N0F82B.jpg,0.0,0,ASUS,"ASUS Dual AMD Radeon RX 6500 XT Edition 4GB GDDR6 Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 4GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB Technology) DUAL-RX6500XT-4G",DUAL-RX6500XT-4G,289.99,0.0,289.99
https://c1.neweggimages.com/productimage/nb300/14-500-563-09.jpg,4.6,43,ZOTAC,"ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge OC White Edition DLSS 3 8GB GDDR6 128-bit 18 Gbps PCIE 4.0 Compact Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA RGB Lighting, ZT-D40610Q-10M",ZT-D40610Q-10M,499.0,0.0,499.0
https://c1.neweggimages.com/productimage/nb300/BP4YS250326072YRT82.jpg,0.0,0,ASUS,ASUS Dual GeForce RTX 3060 Graphics Card DUAL-RTX3060-O12G-V2,ASUS DUAL-RTX3060-O12G-V2 NEW,479.99,0.0,489.99
https://c1.neweggimages.com/productimage/nb300/APBUS2208170KMSJ8C7.jpg,0.0,0,AMD,"AMD RADEON RX 6700 XT Graphics Card, 7nm AMD RDNA2 12GB GDDR6 192-bit AMD Reference Card, PCIE 4.0 HDMI DP 1.4a Video Card",AMD RX 6700 XT,754.0,0.0,754.0
https://c1.neweggimages.com/productimage/nb300/14-150-859-01.jpg,0.0,0,XFX,"REFURBISHED XFX SPEEDSTER MERC319 AMD Radeon RX 6900 XT LIMITED BLACK Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2, RX-69XTACSD9",RX-69XTACSD9,469.99,0.0,469.99
https://c1.neweggimages.com/productimage/nb300/14-932-481-11.jpg,4.5,201,GIGABYTE,"GIGABYTE Radeon RX 6600 EAGLE 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66EAGLE-8GD Video Card",GV-R66EAGLE-8GD,548.0,0.0,548.0
https://c1.neweggimages.com/productimage/nb300/14-137-954-21.jpg,4.6,166,MSI,MSI Gaming GeForce RTX 5060 Ti 16GB GDDR7 PCI Express 5.0 x 16 (use x8) ATX Graphics Card RTX 5060 Ti 16G GAMING TRIO OC,RTX 5060 Ti 16G GAMING TRIO OC,799.99,0.0,799.99
https://c1.neweggimages.com/productimage/nb300/14-137-924-19.jpg,4.6,393,MSI,MSI Gaming GeForce RTX 5070 Ti 16GB GDDR7 PCI Express 5.0 Graphics Card RTX 5070 Ti 16G GAMING TRIO OC PLUS,RTX 5070 Ti 16G GAMING TRIO OC PLUS,1397.99,0.0,1397.99
https://c1.neweggimages.com/productimage/nb300/AGBAS2310050KSPBOAA.jpg,0.0,0,Unknown,PNY RTX A4000 16G GDDR6 PCIE OEM VCNRTXA4000-SB Graphic Card OEM,1.VCNRTXA4000-SB,1298.0,0.0,1298.0
https://c1.neweggimages.com/productimage/nb300/14-487-524-V01.jpg,4.5,14,Unknown,"EVGA GeForce RTX 3090 XC3 ULTRA GAMING Video Card, 24G-P5-3975-KR, 24GB GDDR6X, iCX3 Cooling, ARGB LED, Metal Backplate",24G-P5-3975-KR,2099.0,0.0,2099.0
https://c1.neweggimages.com/productimage/nb300/A4YUD22052509UKLEB6.jpg,0.0,0,Unknown,PNY NVIDIA RTX A4500 20GB GDDR6 Professional Graphics Card,VCNRTXA4500-SB,1495.0,0.0,1495.0
https://c1.neweggimages.com/productimage/nb300/AGKCS2502240TTQL27B.jpg,5.0,1,MSI,"MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 3X BLACK OC 256-Bit 16GB GDDR6X PCI-Express 4.0, DLSS 3 Graphics Card",RTX 4070 Ti SUPER 16G VENTUS 3X BLACK OC,1314.35,0.0,1314.35
https://c1.neweggimages.com/productimage/nb300/BP4YS2507010E8AJC88.jpg,0.0,0,ASUS,"ASUS TUF Gaming Radeon RX 7900 XTX OC Edition 24GB GDDR6 Graphics Card (PCIe 4.0, 24GB GDDR6, HDMI 2.1a, DisplayPort 2.1) TUF-RX7900XTX-O24G-GAMING",TUF-RX7900XTX-O24G-GAMING GDDR6,1267.79,0.0,1348.29
https://c1.neweggimages.com/productimage/nb300/14-137-504-V03.jpg,4.4,105,MSI,USED - VERY GOOD MSI GeForce RTX 2070 8GB GDDR6 PCI Express 3.0 x16 Graphics Card RTX 2070 VENTUS GP,RTX 2070 VENTUS GP,275.0,0.0,419.99
https://c1.neweggimages.com/productimage/nb300/B1PGS2309200WCZYE03.jpg,0.0,0,NVIDIA,REFURBISHED NVIDIA GeForce RTX 3060 Ti Founders Edition 8GB GDDR6 Video Graphics Card,NGRTX3060Ti8,319.99,0.0,319.99
https://c1.neweggimages.com/productimage/nb300/C0JHS260529084ZBF8E.jpg,0.0,0,Unknown,"SongryVGA GeForce GTX 1050 Ti 4GB Low Profile Graphics Card,GDDR5 128Bit PCIe 3.0 x16,HDMI & DisplayPort Outputs for SFF / Thin ITX / HTPC PC",GTX 1050 Ti 4G DH,159.85,0.0,232.85
